,id,listing_url,name,host_id,host_name,host_location,street,neighbourhood,city,state,zipcode,country,latitude,longitude,is_location_exact,room_type,accommodates,beds,bed_type,price,weekly_price,guests_included,minimum_nights,maximum_nights,has_availability,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
10534,13560221,https://www.airbnb.com/rooms/13560221,Discover the multicultural neighborhood Nørrebro!,78125563,Cecilie,DK,"Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,København,Capital region of denmark,2200,Denmark,55.693690000000004,12.55418,f,Entire home/apt,3,2.0,Real Bed,422.0,-1.0,1,4,7,t,0,2,0,90.0,10.0,9.0,10.0,10.0,9.0,9.0
10537,13560618,https://www.airbnb.com/rooms/13560618,Bright and couple friendly 2 room apartment in CPH,17122432,Erkan,"Copenhagen, Capital Region of Denmark, Denmark","Valby, Hovedstaden, Denmark",Valby,Valby,Hovedstaden,2500,Denmark,55.67174,12.4919,t,Entire home/apt,2,1.0,Real Bed,302.0,-1.0,1,4,1125,t,0,4,0,85.0,10.0,10.0,9.0,10.0,8.0,10.0
10548,13567068,https://www.airbnb.com/rooms/13567068,Private student apartment on cozy outer Nørrebro,66350123,Thomas,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",København NV,København,Capital region of denmark,2400,Denmark,55.705040000000004,12.539810000000001,f,Entire home/apt,2,1.0,Real Bed,295.0,-1.0,1,3,12,t,0,9,0,90.0,10.0,9.0,9.0,10.0,10.0,10.0
10550,13567191,https://www.airbnb.com/rooms/13567191,Amazing location in the city centre,4991337,Sabrina,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, København, Denmark",Indre By,København,København,1208,Denmark,55.67598,12.57516,f,Entire home/apt,4,2.0,Real Bed,992.0,-1.0,2,4,90,t,31,15,6,97.0,10.0,9.0,10.0,10.0,10.0,9.0
10564,13574820,https://www.airbnb.com/rooms/13574820,CLEAN AND COMFORTABLE - incl. bikes,42545290,Oliver,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",København NV,København,Hovedstaden,2400,Denmark,55.70012,12.52282,f,Entire home/apt,3,1.0,Real Bed,496.0,-1.0,2,2,9,t,0,1,0,100.0,10.0,10.0,10.0,10.0,8.0,8.0
10568,13579614,https://www.airbnb.com/rooms/13579614,Calming green room,5958913,Ida & Kaspar,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Nørrebro,København,Hovedstaden,2200,Denmark,55.696580000000004,12.54151,t,Private room,2,1.0,Real Bed,402.0,-1.0,1,3,14,t,0,31,0,97.0,10.0,10.0,10.0,10.0,9.0,10.0
10571,13582160,https://www.airbnb.com/rooms/13582160,"Bedroom near the beach, great connection to city.",72347804,Wesley,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager,København,Capital region of denmark,2300,Denmark,55.66248,12.62831,t,Private room,2,1.0,Real Bed,302.0,-1.0,1,2,1125,t,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10588,13588507,https://www.airbnb.com/rooms/13588507,In the heart of Copenhagen,42364297,Mette,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Sjælland, Denmark",Indre By,København,Sjælland,1366,Denmark,55.68461,12.566410000000001,f,Entire home/apt,3,2.0,Pull-out Sofa,797.0,-1.0,2,2,1125,t,25,30,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10593,13593031,https://www.airbnb.com/rooms/13593031,Klassisk Københavnerbolig,9394081,Elisa,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Østerbro,København,Hovedstaden,2100,Denmark,55.70992,12.57677,f,Entire home/apt,2,2.0,Real Bed,549.0,-1.0,1,4,14,t,0,8,1,94.0,9.0,9.0,10.0,10.0,9.0,9.0
10599,13594596,https://www.airbnb.com/rooms/13594596,Central apartment w 2 balconies,20595253,Fredrik,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Copenhagen, Denmark",Frederiksberg,Frederiksberg,Copenhagen,1915,Denmark,55.677690000000005,12.554269999999999,f,Entire home/apt,2,1.0,Real Bed,898.0,-1.0,1,1,1125,t,298,6,2,95.0,10.0,10.0,10.0,10.0,10.0,10.0
10600,13594611,https://www.airbnb.com/rooms/13594611,"Spacious apartment, Sunny balcony, City Center",16051469,Kate & Ivana,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Denmark, Denmark",Østerbro,København,Denmark,2100,Denmark,55.699780000000004,12.57765,t,Entire home/apt,2,2.0,Real Bed,429.0,-1.0,1,8,1125,t,0,6,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10608,13595348,https://www.airbnb.com/rooms/13595348,Cozy and warm two-room apartment,5974733,Roxy,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Ydre Nørrebro, Denmark",Nørrebro,København,Ydre nørrebro,2200,Denmark,55.695930000000004,12.547260000000001,f,Entire home/apt,3,1.0,Real Bed,415.0,-1.0,2,1,1125,t,0,14,2,96.0,10.0,10.0,10.0,10.0,10.0,10.0
10616,13597074,https://www.airbnb.com/rooms/13597074,Modern cozy renovated apartment,16748023,Maja,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Nørrebro, Denmark",Nørrebro,København,Nørrebro,2000,Denmark,55.69079,12.55438,f,Entire home/apt,4,4.0,Real Bed,972.0,-1.0,1,3,1125,t,81,13,1,96.0,9.0,9.0,10.0,10.0,9.0,9.0
10629,13599929,https://www.airbnb.com/rooms/13599929,"Cool, bright 90sqm with balcony and playground.",78637087,Hannah,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Denmark, Denmark",Østerbro,København,Denmark,2100,Denmark,55.706140000000005,12.57939,t,Entire home/apt,3,2.0,Real Bed,751.0,-1.0,1,4,1125,t,0,14,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0
10630,13600697,https://www.airbnb.com/rooms/13600697,Spacious cozy light flat in Nørrebro,78620957,Thomas,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,København,Capital region of denmark,2200,Denmark,55.69996,12.54262,f,Entire home/apt,4,2.0,Real Bed,717.0,-1.0,1,3,21,t,83,5,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10638,13602450,https://www.airbnb.com/rooms/13602450,114m2 Apartment – Best location to experience Cph,78670021,Maya,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,København,Capital region of denmark,2200,Denmark,55.69223,12.55958,f,Entire home/apt,2,1.0,Real Bed,1159.0,-1.0,1,2,1125,t,4,22,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0
10639,13603139,https://www.airbnb.com/rooms/13603139,"Cosy flat near park, beach & city!",32807880,Ruqiya,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Østerbro, Denmark",Østerbro,København,Østerbro,2100,Denmark,55.71046,12.5748,f,Entire home/apt,2,1.0,Real Bed,449.0,-1.0,1,5,30,t,0,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10647,13611287,https://www.airbnb.com/rooms/13611287,Dejlig lejlighed med altan i det skønne Sydhavn,11065387,Lærke,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Vesterbro,København,Hovedstaden,2450,Denmark,55.64595,12.52608,t,Entire home/apt,2,1.0,Real Bed,348.0,-1.0,1,4,30,t,8,9,6,97.0,10.0,10.0,10.0,10.0,9.0,10.0
10651,13612579,https://www.airbnb.com/rooms/13612579,Big top floor app for 5-6 people. Kids friendly,78797293,Malene,Denmark,"Copenhagen, Vesterbro, Denmark",Vesterbro,København,Vesterbro,1720,Denmark,55.66443,12.54786,f,Entire home/apt,5,2.0,Real Bed,952.0,-1.0,3,2,21,t,60,9,7,96.0,9.0,9.0,10.0,10.0,10.0,9.0
10654,13613504,https://www.airbnb.com/rooms/13613504,Lovely apartment. Great location.,78800580,Runa Lina,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Nørrebro, Denmark",Nørrebro,København,Nørrebro,2200,Denmark,55.691480000000006,12.55867,t,Entire home/apt,2,1.0,Real Bed,596.0,-1.0,1,1,1125,t,0,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10678,13627712,https://www.airbnb.com/rooms/13627712,Luxury family  apartment 5 minutes from Tivoli..,701781,Rikke & Jens,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,København,Capital region of denmark,1620,Denmark,55.67313000000001,12.55542,f,Entire home/apt,5,3.0,Real Bed,1199.0,-1.0,3,5,12,t,1,2,0,90.0,10.0,9.0,10.0,10.0,9.0,9.0
10688,13632685,https://www.airbnb.com/rooms/13632685,Big penthouse with view of Copenhagen,79041496,Erik,DK,"Copenhagen, Capital Region of Denmark, Denmark",Indre By,København,Capital region of denmark,1432,Denmark,55.686859999999996,12.61506,t,Entire home/apt,5,5.0,Real Bed,898.0,-1.0,1,3,40,t,0,6,0,80.0,8.0,7.0,8.0,8.0,10.0,8.0
10696,13636241,https://www.airbnb.com/rooms/13636241,Spacious apartment in Nørrebro,5542075,Thea,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Norrebro, Denmark",Nørrebro,København,Norrebro,2200,Denmark,55.69531,12.54588,t,Entire home/apt,3,2.0,Real Bed,891.0,-1.0,1,3,10,t,3,5,3,96.0,10.0,9.0,10.0,10.0,10.0,10.0
10705,13638203,https://www.airbnb.com/rooms/13638203,"Great location, charming house!",75063852,Line,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Valby,København,Hovedstaden,2500,Denmark,55.65899,12.4816,f,Entire home/apt,6,3.0,Real Bed,998.0,-1.0,5,2,14,t,206,10,4,98.0,10.0,10.0,10.0,10.0,8.0,9.0
10707,13638417,https://www.airbnb.com/rooms/13638417,Central and bright appartement,40319121,Malina,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, København, Denmark",Frederiksberg,Frederiksberg,København,2000,Denmark,55.68233000000001,12.53053,f,Entire home/apt,4,2.0,Real Bed,851.0,-1.0,2,2,28,t,274,36,15,92.0,9.0,9.0,10.0,10.0,10.0,9.0
10713,13639761,https://www.airbnb.com/rooms/13639761,Luxury Apartment in the Heart of Islands Brygge,79124647,Jacob,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, København, Denmark",Islands Brygge,København,København,2300,Denmark,55.66608000000001,12.57906,f,Entire home/apt,4,2.0,Real Bed,1997.0,-1.0,1,4,1125,t,0,27,2,87.0,9.0,8.0,10.0,10.0,10.0,9.0
10717,13644113,https://www.airbnb.com/rooms/13644113,Nice big apartment in Cph center!,21567692,Alan,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Copenhagen, Denmark",Valby,København,Copenhagen,2500,Denmark,55.66665,12.5091,f,Entire home/apt,4,2.0,Real Bed,931.0,-1.0,4,1,1125,t,23,43,1,92.0,9.0,8.0,10.0,10.0,9.0,9.0
10718,13644300,https://www.airbnb.com/rooms/13644300,Super lækker 2 værelses lejlighed.,79157695,Hans Óli,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Vanløse, Denmark",Vanløse,København,Vanløse,2720,Denmark,55.691230000000004,12.48196,f,Entire home/apt,3,1.0,Real Bed,503.0,-1.0,2,7,1125,t,0,13,1,100.0,10.0,9.0,10.0,10.0,9.0,9.0
10730,13650972,https://www.airbnb.com/rooms/13650972,Cosy Bedroom for 2 near Opera and Christiania,79260686,Axel,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,København,Capital region of denmark,1432,Denmark,55.68606,12.61558,t,Private room,2,1.0,Real Bed,295.0,-1.0,1,2,1125,t,0,10,0,90.0,9.0,8.0,9.0,10.0,9.0,9.0
10741,13655935,https://www.airbnb.com/rooms/13655935,Bedroom right next to the metro,43583815,Stephanie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager,København,Capital region of denmark,2300,Denmark,55.66185,12.629769999999999,t,Private room,1,1.0,Real Bed,275.0,-1.0,1,5,10,t,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10755,13663650,https://www.airbnb.com/rooms/13663650,"Cosy loft in a central, hip area of Copenhagen",1857373,Zane,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, København, Denmark",Nørrebro,København,København,2200,Denmark,55.69409,12.543510000000001,f,Entire home/apt,2,1.0,Real Bed,637.0,-1.0,2,2,1125,t,10,17,7,91.0,10.0,10.0,10.0,10.0,9.0,9.0
10758,13666803,https://www.airbnb.com/rooms/13666803,Apartment in Copenhagen,79455434,Laura,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",København NV,København,Capital region of denmark,2400,Denmark,55.71544,12.52973,f,Entire home/apt,2,1.0,Real Bed,315.0,-1.0,1,2,1125,t,0,16,0,84.0,8.0,7.0,9.0,8.0,9.0,8.0
10768,13672136,https://www.airbnb.com/rooms/13672136,Nice room in a modern and bright apartment,31603689,Jana,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Region Hovedstaden, Denmark",Vesterbro,København,Region hovedstaden,2450,Denmark,55.65262,12.54213,t,Private room,2,1.0,Real Bed,335.0,-1.0,1,2,1125,t,0,7,0,98.0,10.0,10.0,10.0,10.0,8.0,10.0
10783,13683923,https://www.airbnb.com/rooms/13683923,Nice bright room close to center of Cph!,21567692,Alan,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Copenhagen, Denmark",Valby,København,Copenhagen,2500,Denmark,55.6669,12.51041,f,Private room,2,1.0,Real Bed,409.0,-1.0,2,1,1125,t,109,148,33,92.0,10.0,9.0,10.0,10.0,9.0,9.0
10784,13684454,https://www.airbnb.com/rooms/13684454,Small cozy room in a townhouse in Cph S,79690839,Christina,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Danmark, Denmark",Amager Vest,København,Danmark,2300,Denmark,55.64199,12.60816,t,Private room,2,1.0,Real Bed,476.0,-1.0,1,90,1125,t,0,14,0,89.0,10.0,9.0,10.0,10.0,9.0,9.0
10788,13687194,https://www.airbnb.com/rooms/13687194,Harbor Apartment/ CPH Waterfront,30001384,Gitte,"Copenhagen, Capital Region of Denmark, Denmark","København SV, Hovedstaden, Denmark",Vesterbro,København sv,Hovedstaden,2450,Denmark,55.65258000000001,12.543989999999999,f,Entire home/apt,4,4.0,Real Bed,596.0,-1.0,1,7,21,t,0,2,0,90.0,9.0,8.0,10.0,10.0,9.0,9.0
10794,13691193,https://www.airbnb.com/rooms/13691193,Modern apartment in hip neighborhood Vesterbro,29665520,Signe,"Copenhagen, Capital Region of Denmark, Denmark","København V, Hovedstaden, Denmark",Vesterbro,København v,Hovedstaden,1657,Denmark,55.67006,12.557269999999999,f,Entire home/apt,4,3.0,Real Bed,998.0,-1.0,3,2,20,t,2,43,10,97.0,10.0,9.0,10.0,10.0,10.0,10.0
10821,13704919,https://www.airbnb.com/rooms/13704919,2 værelses lejlighed med altan,79978763,Charlotte,DK,"Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,København,Capital region of denmark,2200,Denmark,55.69826,12.55636,f,Entire home/apt,3,3.0,Real Bed,751.0,-1.0,1,2,1125,t,0,13,0,93.0,10.0,10.0,10.0,10.0,10.0,10.0
10823,13705188,https://www.airbnb.com/rooms/13705188,Charming studio in the heart of lively Nørrebro,53099867,Birgitte,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Nørrebro,København,Hovedstaden,2200,Denmark,55.693909999999995,12.545819999999999,t,Entire home/apt,2,2.0,Real Bed,596.0,-1.0,1,4,1125,t,0,12,4,98.0,10.0,9.0,10.0,10.0,10.0,10.0
10829,13706924,https://www.airbnb.com/rooms/13706924,Cosy and centrally located apart.,80004390,Mie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Region hovedstaden, Denmark",Nørrebro,København,Region hovedstaden,2200,Denmark,55.694280000000006,12.55434,f,Entire home/apt,3,1.0,Real Bed,523.0,-1.0,2,1,14,t,0,4,0,95.0,10.0,10.0,10.0,9.0,10.0,9.0
10831,13707500,https://www.airbnb.com/rooms/13707500,Sprit ny luxuslejlighed i skønne Ørestad,80012678,Tania,"Copenhagen, Capital Region of Denmark, Denmark","Kastrup, København S, Denmark",Amager Vest,Kastrup,København s,2300,Denmark,55.61654,12.5687,f,Entire home/apt,5,4.0,Real Bed,549.0,-1.0,1,5,20,t,0,2,0,80.0,8.0,6.0,10.0,8.0,8.0,10.0
10844,13710622,https://www.airbnb.com/rooms/13710622,"Cosy House in Valby, Copenhagen",80054041,Rikke,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Danmark, Denmark",Valby,København,Danmark,2500,Denmark,55.660880000000006,12.49695,f,Entire home/apt,6,4.0,Real Bed,998.0,-1.0,1,3,1125,t,74,7,4,94.0,9.0,9.0,10.0,10.0,9.0,9.0
10849,13711392,https://www.airbnb.com/rooms/13711392,Wonderful apartment central in Copenhagen,33720031,Trine,"Copenhagen, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager,København,Capital region of denmark,2300,Denmark,55.667019999999994,12.61608,f,Entire home/apt,2,1.0,Real Bed,409.0,-1.0,1,1,1125,t,0,10,8,96.0,10.0,10.0,10.0,10.0,9.0,9.0
10850,13711635,https://www.airbnb.com/rooms/13711635,"Great villa apartment, for the big family.",2295970,Sune,"Copenhagen, Capital Region of Denmark, Denmark","København S, Capital Region, Denmark",Amager Vest,København s,Capital region,2300,Denmark,55.64656,12.6107,f,Entire home/apt,7,4.0,Real Bed,965.0,-1.0,4,2,90,t,12,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10856,13713079,https://www.airbnb.com/rooms/13713079,Big and bright apartment in vibrant Nørrebro,67225273,Sara,"Copenhagen, Capital Region of Denmark, Denmark","Nørrebro, København, Denmark",Nørrebro,Nørrebro,København,2200,Denmark,55.695919999999994,12.54786,t,Entire home/apt,3,2.0,Real Bed,603.0,-1.0,1,2,30,t,0,2,0,100.0,10.0,10.0,10.0,10.0,10.0,9.0
10880,13728187,https://www.airbnb.com/rooms/13728187,Cozy bungalow close to Copenhagen,43961222,Rune,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Valby, Denmark",Valby,København,Valby,2500,Denmark,55.661880000000004,12.489930000000001,f,Entire home/apt,6,4.0,Real Bed,998.0,-1.0,1,6,1125,t,175,4,1,100.0,10.0,9.0,10.0,10.0,9.0,10.0
10888,13735442,https://www.airbnb.com/rooms/13735442,Cosy room with view to the garden,68862356,Anne,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager Vest,København,Capital region of denmark,2300,Denmark,55.63971,12.5977,f,Private room,2,1.0,Real Bed,616.0,-1.0,1,1,5,t,0,5,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10898,13739369,https://www.airbnb.com/rooms/13739369,Cosy brownstone,78892859,Pernille,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Indre By,København,Hovedstaden,2100,Denmark,55.69239,12.57568,f,Entire home/apt,6,3.0,Real Bed,1401.0,-1.0,4,5,1125,t,114,12,9,98.0,10.0,10.0,10.0,10.0,10.0,9.0
10914,13747283,https://www.airbnb.com/rooms/13747283,"Cosy appartment, Nice garden",57158835,Camilla,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Østerbro, Denmark",Østerbro,København,Østerbro,2100,Denmark,55.71398000000001,12.56781,f,Entire home/apt,2,1.0,Real Bed,449.0,-1.0,1,4,7,t,0,17,0,99.0,10.0,10.0,10.0,10.0,9.0,10.0
10917,13747646,https://www.airbnb.com/rooms/13747646,The heart of Vesterbro with  private garden,23935813,Betina & Benjamin,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Sjælland, Denmark",Vesterbro,København,Sjælland,1661,Denmark,55.668369999999996,12.5503,t,Entire home/apt,3,1.0,Futon,992.0,-1.0,1,2,6,t,174,22,9,92.0,9.0,8.0,10.0,10.0,10.0,9.0
10930,13755363,https://www.airbnb.com/rooms/13755363,The definition of 'Danish Hygge',36867905,Kasper,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, København, Denmark",Østerbro,København,København,2100,Denmark,55.69919,12.59333,f,Entire home/apt,1,1.0,Real Bed,1092.0,-1.0,1,14,18,t,0,27,1,96.0,10.0,10.0,10.0,10.0,9.0,9.0
10942,13763391,https://www.airbnb.com/rooms/13763391,Værelse i dejlig lys lejlighed med 2 altaner,50397109,Bettina,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Valby,København,Hovedstaden,2500,Denmark,55.66561,12.50623,f,Private room,2,1.0,Real Bed,315.0,-1.0,1,1,1125,t,64,40,11,98.0,10.0,10.0,10.0,10.0,9.0,10.0
10944,13764575,https://www.airbnb.com/rooms/13764575,Cozy room in shared flat in Nørrebro,78665196,Raffael,"Copenhagen, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,København,Capital region of denmark,2200,Denmark,55.68456,12.5546,f,Private room,2,1.0,Real Bed,208.0,-1.0,1,3,15,t,0,3,0,90.0,9.0,8.0,8.0,7.0,9.0,8.0
10951,13766604,https://www.airbnb.com/rooms/13766604,Home cinema with a cosy garden,21734575,Pernille,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,København,Capital region of denmark,2200,Denmark,55.70304,12.55048,f,Entire home/apt,3,1.0,Real Bed,751.0,-1.0,1,3,1125,t,0,8,0,97.0,10.0,10.0,10.0,10.0,9.0,9.0
10957,13768179,https://www.airbnb.com/rooms/13768179,Central apartment with sunny balcony,80770492,Camilla,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Østerbro, Denmark",Indre By,København,Østerbro,2100,Denmark,55.69129,12.57793,f,Entire home/apt,4,1.0,Real Bed,570.0,-1.0,1,2,1125,t,0,10,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0
10962,13775070,https://www.airbnb.com/rooms/13775070,Lyst og lækkert på Frederiksberg,39810979,Nadia,"Frederiksberg, Capital Region of Denmark, Denmark","Frederiksberg, København, Denmark",Frederiksberg,Frederiksberg,København,2000,Denmark,55.67941999999999,12.50351,f,Entire home/apt,3,1.0,Real Bed,302.0,-1.0,1,3,3,t,1,49,12,98.0,10.0,10.0,10.0,10.0,9.0,10.0
10964,13775453,https://www.airbnb.com/rooms/13775453,Charming apartement with balcony,69358685,Marie-Louise,DK,"København , København, Denmark",Nørrebro,København,København,2200,Denmark,55.690459999999995,12.5583,f,Entire home/apt,2,1.0,Real Bed,677.0,-1.0,1,3,1125,t,0,7,0,91.0,9.0,9.0,9.0,10.0,9.0,9.0
10972,13781434,https://www.airbnb.com/rooms/13781434,Spacious and central w. 3 rooms,80252824,Anne,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Denmark, Denmark",Amager Vest,København,Denmark,2300,Denmark,55.664469999999994,12.5959,f,Entire home/apt,6,2.0,Real Bed,797.0,-1.0,4,4,1125,t,0,5,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10994,13798508,https://www.airbnb.com/rooms/13798508,Central flat at Vesterbro,81125967,Søren,"Frederiksberg, Denmark","Copenhagen, København v, Denmark",Vesterbro,København,København v,1660,Denmark,55.671730000000004,12.553410000000001,f,Entire home/apt,4,2.0,Real Bed,804.0,-1.0,1,1,1125,t,0,3,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
10996,13799505,https://www.airbnb.com/rooms/13799505,Great Frederiksberg artist apt. 10 mins to city,81138980,Sofie,"Frederiksberg, Capital Region of Denmark, Denmark","Frederiksberg, Copenhagen, Denmark",Frederiksberg,Frederiksberg,Copenhagen,2000,Denmark,55.67915,12.51721,f,Private room,2,1.0,Real Bed,348.0,-1.0,1,3,20,t,7,15,2,96.0,10.0,10.0,10.0,10.0,10.0,9.0
11012,13808310,https://www.airbnb.com/rooms/13808310,Colorful room at Christianshavn,12399702,Amanda,"Montreal, Quebec, Canada","København K, Capital Region, Denmark",Christianshavn,København k,Capital region,1422,Denmark,55.672169999999994,12.59268,f,Private room,3,1.0,Real Bed,590.0,-1.0,2,2,1125,t,0,4,0,100.0,10.0,9.0,10.0,10.0,10.0,10.0
11017,13809427,https://www.airbnb.com/rooms/13809427,"Nice room for rent, in Copenhagen",72124326,Julie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Denmark, Denmark",Vesterbro,København,Denmark,1729,Denmark,55.663740000000004,12.54913,f,Private room,1,1.0,Real Bed,797.0,-1.0,1,1,1125,t,0,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
11032,13817587,https://www.airbnb.com/rooms/13817587,Charming flat with a balcony,81386826,Maja,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, København, Denmark",Frederiksberg,Frederiksberg,København,2000,Denmark,55.6912,12.53404,f,Entire home/apt,3,3.0,Real Bed,697.0,-1.0,1,2,1125,t,0,3,0,100.0,10.0,10.0,10.0,10.0,9.0,9.0
11041,13820181,https://www.airbnb.com/rooms/13820181,Skøn lejlighed midt i KBH N. Øverst oppe.,44766231,Katrine,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,København,Capital region of denmark,2200,Denmark,55.686640000000004,12.55292,f,Entire home/apt,2,1.0,Real Bed,650.0,-1.0,2,3,1125,t,0,10,0,100.0,10.0,10.0,10.0,10.0,9.0,10.0
11050,13823689,https://www.airbnb.com/rooms/13823689,Holbergsgade - Best Stay Copenhagen,2702857,Byron,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,København,Capital region of denmark,1060,Denmark,55.67669,12.58723,f,Entire home/apt,4,4.0,Real Bed,1153.0,-1.0,2,2,1125,t,0,3,0,80.0,9.0,9.0,9.0,9.0,10.0,7.0
11051,13823873,https://www.airbnb.com/rooms/13823873,Modern and spacious apartment in the heart of CPH,81461107,Caroline,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,København,Capital region of denmark,2200,Denmark,55.68869,12.5437,f,Entire home/apt,4,2.0,Real Bed,797.0,-1.0,2,3,1125,t,0,7,0,94.0,9.0,10.0,10.0,10.0,9.0,9.0
11060,13825934,https://www.airbnb.com/rooms/13825934,Luxury for two in the city,30155876,Mette,"Frederiksberg, Capital Region of Denmark, Denmark","Frederiksberg, Hovedstaden, Denmark",Frederiksberg,Frederiksberg,Hovedstaden,1802,Denmark,55.66916,12.53351,f,Entire home/apt,2,1.0,Real Bed,737.0,-1.0,1,3,30,t,0,10,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0
11064,13827329,https://www.airbnb.com/rooms/13827329,Charming apartment with great view over the water,79608000,Alice,Denmark,"Copenhagen, Hovedstaden, Denmark",Vesterbro,København,Hovedstaden,2450,Denmark,55.651019999999995,12.54167,f,Entire home/apt,4,3.0,Real Bed,998.0,-1.0,4,3,60,t,60,76,57,96.0,10.0,10.0,10.0,10.0,9.0,9.0
