,id,listing_url,name,host_id,host_name,host_location,street,neighbourhood,city,state,zipcode,country,latitude,longitude,is_location_exact,room_type,accommodates,beds,bed_type,price,weekly_price,guests_included,minimum_nights,maximum_nights,has_availability,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
0,6983,https://www.airbnb.com/rooms/6983,Copenhagen 'N Livin',16774,Simon,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Nørrebro,Copenhagen,Hovedstaden,2200,Denmark,55.68798,12.54571,t,Private room,2,1.0,Real Bed,369.0,-1.0,1,2,15,t,0,168,35,96.0,10.0,9.0,10.0,10.0,9.0,9.0
1,26057,https://www.airbnb.com/rooms/26057,Lovely house - most attractive area,109777,Kari,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Indre By,Copenhagen,Hovedstaden,2100,Denmark,55.69163,12.574589999999999,t,Entire home/apt,6,4.0,Real Bed,2399.0,-1.0,4,3,30,t,324,47,7,99.0,10.0,10.0,10.0,10.0,10.0,10.0
2,26473,https://www.airbnb.com/rooms/26473,City Centre Townhouse Sleeps 1-12 persons,112210,Oliver,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Indre By,Copenhagen,Hovedstaden,1210,Denmark,55.6759,12.57698,t,Entire home/apt,12,8.0,Real Bed,3096.0,17545.0,1,3,31,t,107,263,38,90.0,10.0,9.0,10.0,9.0,10.0,9.0
3,29118,https://www.airbnb.com/rooms/29118,Best Location in Cool Istedgade,125230,Nana,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Vesterbro,Copenhagen,Hovedstaden,1650,Denmark,55.67069,12.5543,t,Entire home/apt,2,1.0,Real Bed,797.0,-1.0,1,7,14,t,9,21,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0
4,29618,https://www.airbnb.com/rooms/29618,Artsy and familyfriendly home in lovely Copenhagen,127577,Simon And Anna,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Østerbro,Copenhagen,Hovedstaden,2100,Denmark,55.69375,12.56945,t,Entire home/apt,4,3.0,Real Bed,858.0,2986.0,1,7,31,t,0,90,0,94.0,10.0,9.0,10.0,9.0,10.0,9.0
5,31094,https://www.airbnb.com/rooms/31094,"Very central and cozy, new kitchen",129976,Ebbe,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1719,Denmark,55.66744,12.55516,t,Entire home/apt,3,3.0,Real Bed,751.0,4700.0,2,2,10,t,0,17,0,97.0,10.0,10.0,10.0,10.0,10.0,9.0
6,32379,https://www.airbnb.com/rooms/32379,1668 ft2 artist flat on Vesterbro,140105,Lise,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Vesterbro,Copenhagen,Hovedstaden,1620,Denmark,55.673680000000004,12.552480000000001,f,Entire home/apt,4,3.0,Real Bed,1086.0,7466.0,2,3,365,t,20,72,7,98.0,10.0,10.0,10.0,10.0,10.0,9.0
8,38524,https://www.airbnb.com/rooms/38524,Copenhagen studio in Frederiksberg,165326,Annemette,London,"Frederiksberg, Hovedstaden, Denmark",Frederiksberg,Frederiksberg,Hovedstaden,1852,Denmark,55.676280000000006,12.53801,t,Entire home/apt,2,1.0,Real Bed,744.0,4353.0,1,30,90,t,243,15,1,95.0,9.0,9.0,10.0,10.0,10.0,10.0
10,49122,https://www.airbnb.com/rooms/49122,Private room for 2 in Central CPH,217651,Sara,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Indre By,Copenhagen,Hovedstaden,1307,Denmark,55.68946,12.57088,t,Private room,2,1.0,Real Bed,348.0,-1.0,1,1,30,t,335,173,20,92.0,9.0,8.0,10.0,10.0,10.0,9.0
12,53776,https://www.airbnb.com/rooms/53776,Cozy 2-room apartment in trendy Vesterbro,246676,Ida,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1660,Denmark,55.66861,12.5521,t,Entire home/apt,2,1.0,Real Bed,677.0,-1.0,1,3,730,t,0,8,2,97.0,10.0,9.0,10.0,10.0,9.0,9.0
13,55465,https://www.airbnb.com/rooms/55465, Cosy and Central  - Apartment,261977,Morten,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Nørrebro,Copenhagen,Hovedstaden,1631,Denmark,55.68363000000001,12.555719999999999,t,Entire home/apt,2,1.0,Real Bed,570.0,3351.0,2,7,14,t,6,72,0,94.0,9.0,9.0,10.0,10.0,10.0,9.0
14,60048,https://www.airbnb.com/rooms/60048,"Modern, Cosy & Central - Vesterbro!",288615,Oliver,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Hovedstaden, Denmark",Vesterbro,Copenhagen,Hovedstaden,1669,Denmark,55.66781999999999,12.54843,t,Entire home/apt,2,1.0,Pull-out Sofa,905.0,-1.0,1,3,15,t,364,66,11,94.0,9.0,9.0,10.0,10.0,10.0,9.0
15,65902,https://www.airbnb.com/rooms/65902,10 min. from city centre on bike,322300,Sjelle,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2100,Denmark,55.70491,12.55331,t,Private room,2,1.0,Real Bed,449.0,-1.0,1,2,1125,t,50,81,17,94.0,9.0,9.0,10.0,10.0,9.0,9.0
17,75158,https://www.airbnb.com/rooms/75158,Cozy Apartment on Vesterbro,299149,Sarwat,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1724,Denmark,55.66863000000001,12.55255,t,Entire home/apt,2,1.0,Real Bed,650.0,3000.0,2,3,21,t,0,44,0,96.0,9.0,9.0,10.0,10.0,9.0,9.0
18,78381,https://www.airbnb.com/rooms/78381,IN THE HEART OF CPH,420914,Cathrine,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1366,Denmark,55.6839,12.567269999999999,t,Entire home/apt,3,2.0,Real Bed,1086.0,-1.0,2,5,60,t,306,92,24,97.0,10.0,10.0,10.0,10.0,10.0,9.0
19,96080,https://www.airbnb.com/rooms/96080,Penthouse apartment 126 m2 - great with kids,510632,Rasmus,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Østerbro,Copenhagen,Capital region of denmark,2100,Denmark,55.70568000000001,12.58685,t,Entire home/apt,6,2.0,Pull-out Sofa,952.0,-1.0,4,5,30,t,0,32,5,97.0,10.0,10.0,10.0,10.0,9.0,10.0
20,103293,https://www.airbnb.com/rooms/103293,1700 sqft designers apartment with park view,538877,Claus,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,2100,Denmark,55.69608,12.58177,t,Entire home/apt,7,3.0,Real Bed,1360.0,8349.0,1,5,730,t,206,10,0,97.0,10.0,9.0,10.0,10.0,10.0,9.0
21,104280,https://www.airbnb.com/rooms/104280,Room 1 in wonderfull light big flat,542873,Frederikke,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.689069999999994,12.55776,t,Private room,2,2.0,Real Bed,402.0,-1.0,1,7,300,t,113,73,4,97.0,10.0,9.0,10.0,10.0,10.0,10.0
22,104281,https://www.airbnb.com/rooms/104281,Room 2 in wonderfull light big flat,542873,Frederikke,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.68768000000001,12.55968,t,Private room,2,1.0,Real Bed,402.0,-1.0,1,7,60,t,206,67,2,95.0,10.0,10.0,9.0,9.0,10.0,9.0
23,112292,https://www.airbnb.com/rooms/112292,Copenhagen Exclusive,573172,Christoffer,"Frederiksberg, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,1871,Denmark,55.68034,12.54528,t,Entire home/apt,5,5.0,Real Bed,1347.0,7466.0,1,6,40,t,23,28,2,96.0,9.0,9.0,10.0,10.0,10.0,9.0
24,117702,https://www.airbnb.com/rooms/117702,Modern flat w/balcony & fireplace,594426,Marie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69305,12.54908,t,Entire home/apt,2,1.0,Real Bed,436.0,-1.0,2,3,14,t,211,53,6,96.0,10.0,9.0,10.0,10.0,10.0,10.0
25,118649,https://www.airbnb.com/rooms/118649,Charming Center of Copenhagen,599145,Iben Ammentorp,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1367,Denmark,55.684090000000005,12.5629,t,Entire home/apt,8,8.0,Real Bed,1836.0,8586.0,2,2,1125,t,5,35,8,95.0,10.0,10.0,10.0,10.0,10.0,9.0
27,119322,https://www.airbnb.com/rooms/119322,"Urban, cultural & child-friendly",602647,Michael,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,2200,Denmark,55.688930000000006,12.56633,t,Entire home/apt,6,6.0,Real Bed,1347.0,-1.0,4,3,21,t,355,13,6,95.0,9.0,9.0,10.0,10.0,10.0,9.0
28,130130,https://www.airbnb.com/rooms/130130,"2 bdr, super central sunny, balcony",641191,Timothy,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1657,Denmark,55.670590000000004,12.554680000000001,t,Entire home/apt,6,4.0,Real Bed,824.0,7466.0,4,3,31,t,249,38,10,91.0,9.0,9.0,10.0,10.0,10.0,9.0
30,135777,https://www.airbnb.com/rooms/135777,Boheme,665428,Sofie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.693780000000004,12.54204,t,Entire home/apt,2,1.0,Real Bed,744.0,3808.0,1,3,365,t,0,6,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
31,138241,https://www.airbnb.com/rooms/138241,Traveling together as a group?,673384,Lotte,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,1871,Denmark,55.68043,12.54539,t,Entire home/apt,7,1.0,Real Bed,2010.0,-1.0,5,2,30,t,207,40,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0
32,142599,https://www.airbnb.com/rooms/142599,Lovely room in central Copenhagen,692479,Gunhild B.,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1735,Denmark,55.66476,12.54449,t,Private room,2,1.0,Real Bed,503.0,577.0,2,2,730,t,207,93,17,100.0,10.0,10.0,10.0,10.0,10.0,10.0
34,150236,https://www.airbnb.com/rooms/150236,Copenhagen Modern Danish Design,723956,Jacob,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,2450,Denmark,55.65354,12.5431,t,Entire home/apt,3,1.0,Real Bed,998.0,4000.0,3,30,360,t,206,183,29,94.0,10.0,10.0,10.0,10.0,9.0,10.0
35,150592,https://www.airbnb.com/rooms/150592,Lovely Nørrebro 2/3r w/balcony,725607,Sofie And Mads,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",København NV,Copenhagen,Capital region of denmark,2400,Denmark,55.69973,12.5367,t,Entire home/apt,2,1.0,Real Bed,449.0,3380.0,2,3,20,t,1,15,0,93.0,9.0,9.0,10.0,10.0,9.0,9.0
36,150699,https://www.airbnb.com/rooms/150699,Airy two room apt. in Cph near metro and beach,725916,Marie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amagerbro,Copenhagen,Capital region of denmark,2300,Denmark,55.662519999999994,12.61507,t,Entire home/apt,4,2.0,Pull-out Sofa,503.0,400.0,2,2,730,t,0,55,11,98.0,10.0,10.0,10.0,10.0,9.0,10.0
37,154529,https://www.airbnb.com/rooms/154529,Beautiful Frederiksberg,743327,Cecilie,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,2000,Denmark,55.68765,12.532910000000001,t,Entire home/apt,2,1.0,Real Bed,590.0,2969.0,2,4,30,t,304,6,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0
38,155068,https://www.airbnb.com/rooms/155068,Cozy apartment on Vesterbro- Copenhagen,745804,Harald,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1671,Denmark,55.66723,12.54547,t,Entire home/apt,2,4.0,Real Bed,322.0,2630.0,2,3,31,t,21,48,8,94.0,9.0,8.0,9.0,10.0,9.0,9.0
39,157093,https://www.airbnb.com/rooms/157093,Rooftop app. in cozy nørrebro area,754626,Sigrid,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69003000000001,12.541089999999999,t,Entire home/apt,4,4.0,Real Bed,871.0,5227.0,2,2,1120,t,247,32,5,95.0,10.0,10.0,10.0,10.0,10.0,10.0
40,158241,https://www.airbnb.com/rooms/158241,Cozy apartment i Copenhagen,759451,Martin Grønberg,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1720,Denmark,55.66395,12.54902,t,Entire home/apt,3,2.0,Real Bed,998.0,-1.0,2,3,28,t,253,34,11,99.0,10.0,10.0,10.0,10.0,10.0,10.0
41,161114,https://www.airbnb.com/rooms/161114,Great location with large balcony,771328,Kasper,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1654,Denmark,55.67361999999999,12.556510000000001,t,Entire home/apt,4,3.0,Real Bed,972.0,-1.0,1,4,365,t,1,18,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0
42,161208,https://www.airbnb.com/rooms/161208,unique apt. in copenhagen,726203,Birgitte,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69842,12.5506,t,Entire home/apt,2,1.0,Real Bed,570.0,4021.0,1,5,90,t,214,92,13,95.0,10.0,10.0,10.0,10.0,10.0,9.0
43,161543,https://www.airbnb.com/rooms/161543,"Fantastic 70m2 flat, Central Cph.",766319,Allan Evald,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1366,Denmark,55.68068,12.565719999999999,t,Entire home/apt,2,1.0,Real Bed,603.0,-1.0,2,3,30,t,0,10,0,98.0,10.0,9.0,10.0,10.0,10.0,10.0
44,168218,https://www.airbnb.com/rooms/168218,Central room in Copenhagen,498300,Lisa,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",København NV,Copenhagen,Capital region of denmark,2400,Denmark,55.69874,12.53336,t,Private room,2,1.0,Pull-out Sofa,462.0,2680.0,2,1,1125,t,209,32,0,98.0,10.0,10.0,10.0,10.0,9.0,10.0
45,171546,https://www.airbnb.com/rooms/171546,Great apartment in Copenhagen,818458,Ditte,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1669,Denmark,55.670030000000004,12.548960000000001,t,Entire home/apt,2,1.0,Real Bed,710.0,4256.0,1,5,730,t,334,45,15,96.0,10.0,9.0,10.0,10.0,10.0,9.0
46,173032,https://www.airbnb.com/rooms/173032,Familierum i Newyorker lejlighed,826011,Kirsten,Denmark,"Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1720,Denmark,55.66479,12.5453,t,Private room,2,2.0,Real Bed,449.0,-1.0,2,7,14,t,216,1,0,80.0,6.0,6.0,8.0,10.0,10.0,10.0
47,174297,https://www.airbnb.com/rooms/174297,Apartment in the heart of Nørrebro.,828861,Susanne,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69033,12.5579,t,Entire home/apt,4,3.0,Real Bed,1092.0,-1.0,2,4,60,t,28,57,2,97.0,10.0,10.0,10.0,10.0,10.0,10.0
48,176963,https://www.airbnb.com/rooms/176963,Private and cosy near city centre!,846204,Vogelkop,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1650,Denmark,55.66933,12.54838,t,Private room,2,2.0,Real Bed,697.0,500.0,2,1,29,t,79,305,75,93.0,10.0,9.0,10.0,10.0,10.0,9.0
49,177321,https://www.airbnb.com/rooms/177321,Updated Urban Boho-Chic Apartment,150042,Natashja,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.699369999999995,12.548689999999999,t,Entire home/apt,2,1.0,Real Bed,1193.0,-1.0,2,5,21,t,0,90,23,98.0,10.0,10.0,10.0,10.0,10.0,10.0
51,178888,https://www.airbnb.com/rooms/178888,"Beautiful apartment, Christianshavn",856422,Arlette,"Christianshavn, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Christianshavn,Copenhagen,Capital region of denmark,1400,Denmark,55.67055,12.59397,t,Entire home/apt,6,3.0,Real Bed,1501.0,10000.0,4,4,16,t,206,10,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
53,180441,https://www.airbnb.com/rooms/180441,"City center, 2 bedrm, 2 balconies",864520,Julie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1370,Denmark,55.681459999999994,12.56221,t,Entire home/apt,6,3.0,Real Bed,1199.0,6500.0,5,6,21,t,8,30,30,97.0,10.0,9.0,10.0,10.0,10.0,9.0
54,182227,https://www.airbnb.com/rooms/182227,Vesterbro CPH Cozy+Central+Clean 居心地の良い,873477,Steven,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1674,Denmark,55.66806999999999,12.5434,t,Entire home/apt,2,2.0,Real Bed,1749.0,7999.0,1,4,21,t,23,20,2,99.0,10.0,10.0,10.0,10.0,10.0,10.0
55,186454,https://www.airbnb.com/rooms/186454,Artistic & colourful  apartment.,896083,Cathrine,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1623,Denmark,55.670230000000004,12.54808,t,Private room,1,1.0,Futon,462.0,2674.0,1,1,14,t,89,153,34,94.0,10.0,10.0,10.0,10.0,10.0,10.0
56,188557,https://www.airbnb.com/rooms/188557,Charming balcony apt. lake view,908343,Martin,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1370,Denmark,55.683769999999996,12.56302,t,Entire home/apt,3,2.0,Pull-out Sofa,998.0,-1.0,1,2,365,t,0,30,0,86.0,9.0,7.0,10.0,10.0,10.0,9.0
57,194022,https://www.airbnb.com/rooms/194022,Penthouse in central CPH,941790,Morten,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69031999999999,12.56167,t,Entire home/apt,4,2.0,Real Bed,2010.0,-1.0,4,3,21,t,328,121,12,97.0,10.0,8.0,10.0,10.0,10.0,9.0
58,198448,https://www.airbnb.com/rooms/198448,Penthouse overlooking the harbor,968571,Stefan,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1253,Denmark,55.6821,12.59445,t,Entire home/apt,2,1.0,Real Bed,1253.0,6500.0,1,5,90,t,330,68,1,96.0,9.0,9.0,10.0,10.0,10.0,9.0
60,202142,https://www.airbnb.com/rooms/202142,"Two floors, Cph. central station ",988914,Erik,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1650,Denmark,55.668859999999995,12.55591,t,Entire home/apt,6,6.0,Real Bed,978.0,5950.0,2,7,31,t,2,2,1,100.0,8.0,10.0,10.0,10.0,10.0,10.0
61,202532,https://www.airbnb.com/rooms/202532,Sunny & spacius flat in hip Nørrebro/Nordvest,991989,Trine,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",København NV,Copenhagen,Capital region of denmark,2400,Denmark,55.69741,12.5335,t,Entire home/apt,2,1.0,Real Bed,771.0,-1.0,2,3,730,t,207,16,1,96.0,9.0,9.0,10.0,10.0,9.0,9.0
62,206861,https://www.airbnb.com/rooms/206861,Lovely spacious 1 BR with balcony,999404,Sidsel,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69218000000001,12.5675,t,Entire home/apt,4,2.0,Real Bed,737.0,-1.0,2,3,30,t,0,48,10,98.0,10.0,10.0,10.0,10.0,9.0,10.0
64,222915,https://www.airbnb.com/rooms/222915,Cozy apartment all to yourself,1157622,Carl Johan,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Indre By,Copenhagen,Capital region of denmark,1157,Denmark,55.680580000000006,12.57477,t,Entire home/apt,4,1.0,Real Bed,952.0,5700.0,2,3,31,t,0,92,0,92.0,10.0,9.0,10.0,10.0,10.0,9.0
65,231411,https://www.airbnb.com/rooms/231411,Overlooking the roofs of Copenhagen,1210000,Annette,"Copenhagen, Capital Region of Denmark, Denmark","Frederiksberg, Capital Region of Denmark, Denmark",Frederiksberg,Frederiksberg,Capital region of denmark,1850,Denmark,55.67549,12.55265,t,Entire home/apt,2,1.0,Real Bed,858.0,4704.0,2,3,14,t,217,90,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0
66,239637,https://www.airbnb.com/rooms/239637,Cozy top floor apt. in hip Nørrebro,1214451,Tue Rye,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.6974,12.540189999999999,t,Entire home/apt,4,2.0,Real Bed,650.0,4000.0,4,2,30,t,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0
67,239705,https://www.airbnb.com/rooms/239705,Quiet and cosy - breakfast incl! ,1256726,Ellen-Marie,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Østerbro,Copenhagen,Capital region of denmark,2200,Denmark,55.70635,12.55665,f,Private room,2,1.0,Couch,362.0,-1.0,1,1,31,t,286,148,23,96.0,10.0,10.0,10.0,10.0,10.0,9.0
68,248129,https://www.airbnb.com/rooms/248129,Comforts of home in Copenhagen,1300502,Scott,"Copenhagen, Capital Region of Denmark, Denmark","Valby, Capital Region of Denmark, Denmark",Valby,Valby,Capital region of denmark,2500,Denmark,55.66433000000001,12.4864,t,Entire home/apt,5,3.0,Real Bed,797.0,4000.0,4,5,28,t,217,18,1,88.0,9.0,8.0,10.0,10.0,9.0,9.0
69,250201,https://www.airbnb.com/rooms/250201,Lovely apartment in Copenhagen,1310948,Tilde,Denmark,"Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1718,Denmark,55.6672,12.557,f,Entire home/apt,2,2.0,Real Bed,663.0,3954.0,2,3,180,t,0,17,0,98.0,9.0,10.0,10.0,10.0,9.0,9.0
70,257639,https://www.airbnb.com/rooms/257639,Nice house with garden - Copenhagen,1355859,Kristina,"Copenhagen, Capital Region of Denmark, Denmark","Valby, Capital Region of Denmark, Denmark",Valby,Valby,Capital region of denmark,2500,Denmark,55.65701,12.48066,t,Entire home/apt,4,2.0,Real Bed,751.0,-1.0,4,5,14,t,0,7,0,100.0,9.0,9.0,10.0,10.0,10.0,9.0
71,258430,https://www.airbnb.com/rooms/258430,Private Room in Copenhagen SV,268171,Rouslan,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,2450,Denmark,55.646080000000005,12.52721,t,Private room,1,1.0,Real Bed,248.0,-1.0,1,1,1124,t,130,257,72,95.0,10.0,10.0,10.0,10.0,9.0,10.0
72,258670,https://www.airbnb.com/rooms/258670,Large Family Flat in Copenhagen - Nordic Style,848166,Mikael,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Frederiksberg,Copenhagen,Capital region of denmark,2000,Denmark,55.68869,12.52845,t,Entire home/apt,5,3.0,Real Bed,931.0,-1.0,3,2,7,t,66,107,3,95.0,10.0,9.0,10.0,10.0,10.0,9.0
74,262961,https://www.airbnb.com/rooms/262961,"Artistic,Big,Cozy&Delight 192m2 in center Nørrebro",1379904,Nina,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.690419999999996,12.560960000000001,t,Entire home/apt,9,6.0,Real Bed,1488.0,-1.0,4,4,90,t,55,25,3,91.0,9.0,9.0,10.0,10.0,10.0,9.0
75,263036,https://www.airbnb.com/rooms/263036,Bright flat in central location,1232471,Anita,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Nørrebro,Copenhagen,Capital region of denmark,2200,Denmark,55.69004,12.54424,t,Entire home/apt,3,2.0,Real Bed,804.0,5629.0,1,3,10,t,3,18,5,98.0,10.0,10.0,10.0,10.0,10.0,9.0
76,263708,https://www.airbnb.com/rooms/263708,Urban garden on Vesterbro rooftop,1383888,Ali,"Copenhagen, Capital Region of Denmark, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Vesterbro,Copenhagen,Capital region of denmark,1620,Denmark,55.67233,12.55241,t,Entire home/apt,3,2.0,Real Bed,1447.0,9000.0,3,2,60,t,50,8,1,93.0,9.0,9.0,10.0,10.0,9.0,8.0
77,264220,https://www.airbnb.com/rooms/264220, MY HOME  IN  FANTASTIC COPENHAGEN,1386103,Angelina,"Copenhagen, Denmark","Copenhagen, Capital Region of Denmark, Denmark",Amager,Copenhagen,Capital region of denmark,2300,Denmark,55.66118,12.60474,t,Shared room,2,2.0,Real Bed,2231.0,-1.0,1,2,1125,t,359,4,0,80.0,7.0,8.0,9.0,8.0,9.0,7.0
